Date,Adj Close,Close,High,Low,Open,Volume,Return,MACD (%),% Distance 200MA,Volume Ratio,ATR,RSI,Volatility,Breakout
2024-01-02,428.37689208984375,434.010009765625,435.2699890136719,432.3599853515625,433.9100036621094,9076000,-0.006387353837855714,1.5233550080592861,9.459843297385866,1.7393637408968954,15.57000732421875,21.52763324272736,0.09975490918159792,0
2024-01-03,425.19866943359375,430.7900085449219,433.0,430.25,432.32000732421875,4805000,-0.0074192205857439575,1.3621611338290203,8.542879723274053,0.9297699569171112,12.329986572265625,12.177981192049103,0.10220993760132012,1
2024-01-04,423.8563232421875,429.42999267578125,432.7799987792969,429.2099914550781,430.3299865722656,3945300,-0.0031569858701449016,1.195698713468132,8.102089363613151,0.7595521582058605,9.6300048828125,-3.136311682829202,0.10338115234383638,1
2024-01-05,424.3992004394531,429.9800109863281,432.29998779296875,428.6400146484375,429.5899963378906,5723100,0.0012808047621255536,1.061370825464948,8.148087064325862,1.0859133523454978,10.199981689453125,-5.202130472739299,0.10128641499593204,1
2024-01-08,430.4693603515625,436.1300048828125,436.2699890136719,430.3699951171875,430.45001220703125,7222400,0.014302948511269342,1.055214470683286,9.58456648878223,1.3206034359020775,10.199981689453125,9.99310676047925,0.10884660066902166,0
2024-01-09,429.42315673828125,435.07000732421875,436.42999267578125,433.1600036621094,433.6199951171875,7939600,-0.002430378813550904,1.0191665062215483,9.210979876314045,1.415282433481494,10.199981689453125,3.2103114409338644,0.10957928276877696,0
2024-01-10,432.2558898925781,437.94000244140625,438.739990234375,435.4800109863281,435.7699890136719,4278800,0.00659660083497382,1.0310823997558385,9.822974057831551,0.769362167332855,10.199981689453125,3.66240470633079,0.11073260299978596,0
2024-01-11,432.10784912109375,437.7900085449219,439.3599853515625,434.0,438.94000244140625,4796600,-0.0003424841047768856,1.0258452971186998,9.678205732623084,0.8717619711423996,10.719970703125,17.660048137000018,0.1103089393431394,1
2024-01-12,432.30523681640625,437.989990234375,439.79998779296875,436.7300109863281,439.1099853515625,5180800,0.00045680192043251466,1.0135822152342664,9.62016943861864,0.9723221868240659,11.15997314453125,10.197992739883432,0.10062806754021805,1
2024-01-16,430.8345642089844,436.5,437.9800109863281,434.739990234375,436.7900085449219,5730800,-0.003401931048192308,0.9655909985310202,9.14869656042538,1.102636723259501,11.15997314453125,3.6878993323115736,0.10140422633186907,1
2024-01-17,428.43609619140625,434.07000732421875,434.4800109863281,431.80999755859375,433.6000061035156,6044600,-0.0055670278497309544,0.8732273259968033,8.449472501663912,1.1545422161610315,11.15997314453125,-9.371108563215415,0.10349110626922232,1
2024-01-18,432.2460021972656,437.92999267578125,438.3900146484375,434.1600036621094,435.5799865722656,4331300,0.008892588742469787,0.8605035846334723,9.323338105457953,0.8268940547361749,11.15997314453125,0.3623937784749387,0.10629550757687055,1
2024-01-19,437.5364685058594,443.2900085449219,443.6099853515625,438.30999755859375,439.0,4832700,0.012239480022256721,0.937027088618228,10.564550858489211,0.9158747260307073,14.969970703125,11.285778207951978,0.11263970649001583,1
2024-01-22,438.5333251953125,444.29998779296875,445.9200134277344,443.67999267578125,444.7699890136719,5870400,0.0022783396612795492,1.0039136872091936,10.715258472162242,1.11161712228186,17.279998779296875,15.241065592938753,0.09720801345294446,1
2024-01-23,439.8362121582031,445.6199951171875,445.82000732421875,443.7799987792969,444.8299865722656,3251600,0.0029710101559792257,1.0679773965507096,10.93981835223931,0.623813538917842,17.279998779296875,22.585811986090533,0.09258839568761842,1
2024-01-24,440.2013854980469,445.989990234375,449.19000244140625,445.75,448.32000732421875,4568200,0.0008302484646542929,1.1121569544226504,10.92909835342653,0.8719428222950294,20.54998779296875,29.452574777904914,0.09252204593709212,0
2024-01-25,442.6788330078125,448.5,448.760009765625,446.1099853515625,448.1400146484375,4167100,0.005627986624718639,1.1781685978174405,11.447276157890954,0.7928770261450966,20.54998779296875,35.01017970772341,0.09328279243501746,0
2024-01-26,442.412353515625,448.2300109863281,449.510009765625,447.1600036621094,448.1000061035156,6404000,-0.0006019702599667776,1.2112471605756743,11.274765238750925,1.1942592012412538,19.1400146484375,33.75652335242344,0.09350025910703674,1
2024-01-29,445.6300048828125,451.489990234375,451.6099853515625,447.7099914550781,448.2300109863281,4543300,0.007272969078775615,1.2803033566032125,11.971489384645977,0.8485329548213585,19.79998779296875,32.91064047830355,0.09584771055336899,0
2024-01-30,445.3141784667969,451.1700134277344,451.80999755859375,450.44000244140625,450.8399963378906,3410000,-0.0007087189205283728,1.3137026955026747,11.78695873694223,0.6426589874257456,20.0,34.472824578856404,0.09495329843784234,0
2024-01-31,438.0595703125,443.82000732421875,449.4700012207031,443.75,449.0400085449219,7108000,-0.016290988486542868,1.1961504032243417,9.871518921071083,1.3649072139609193,20.0,12.341840798546272,0.11117523380669513,1
2024-02-01,443.82379150390625,449.6600036621094,449.6600036621094,444.6499938964844,445.3500061035156,6138400,0.013158532724885319,1.1927399959063334,11.215590613378755,1.1638211343577882,20.0,20.261102200196746,0.11411589659069879,1
2024-02-02,448.3838195800781,454.2799987792969,455.8800048828125,449.69000244140625,450.010009765625,6251600,0.010274411069131961,1.2569759744105542,12.2496808723685,1.1599236687252361,24.07000732421875,24.97773137189408,0.11574731649803688,1
2024-02-05,446.7453308105469,452.6199951171875,454.1499938964844,450.5400085449219,453.7300109863281,7101900,-0.0036542102947999533,1.2636632645191286,11.73378021815005,1.3010466959965046,24.07000732421875,24.814265388757534,0.11793504094440922,1
2024-02-06,448.1370544433594,454.0299987792969,454.2900085449219,452.2099914550781,453.5799865722656,4383600,0.0031152505394682617,1.2788109548241346,11.971132657663418,0.8245018258626413,21.720001220703125,29.93728245740131,0.10959589795716101,0
2024-02-07,451.81866455078125,457.760009765625,458.17999267578125,455.2699890136719,456.1499938964844,6763400,0.008215366417300363,1.3403912020440514,12.774721057515487,1.2863420539364436,19.8699951171875,29.724196066815338,0.11035406891997544,0
2024-02-08,452.1246032714844,458.07000732421875,458.3299865722656,457.0299987792969,457.80999755859375,4184600,0.0006771272298087272,1.3782032319254431,12.735204735534856,0.7965894716403221,14.649993896484375,24.998670038145463,0.1094850039390384,0
2024-02-09,454.69085693359375,460.6700134277344,461.0299987792969,458.1700134277344,458.5400085449219,4002600,0.005675987644867098,1.4363546606565305,13.246930416469697,0.7677457036566032,17.279998779296875,26.721741169110672,0.10966286636948822,0
