Date,Adj Close,Close,High,Low,Open,Volume,Return,MACD (%),% Distance 200MA,Volume Ratio,ATR,RSI,Volatility,Breakout
2024-01-02,428.3769226074219,434.010009765625,435.2699890136719,432.3599853515625,433.9100036621094,9076000,-0.006387283052871395,1.5233549118872227,9.459851948866548,1.7393637408968954,15.57000732421875,21.527691208259228,0.09975484983952478,0
2024-01-03,425.19866943359375,430.7900085449219,433.0,430.25,432.32000732421875,4805000,-0.007419291297212971,1.3621612682616517,8.542880568866021,0.9297699569171112,12.329986572265625,12.178029334100472,0.10220996286651278,1
2024-01-04,423.8563232421875,429.42999267578125,432.7799987792969,429.2099914550781,430.3299865722656,3945300,-0.0031569858701449016,1.195699027726782,8.102090162937765,0.7595521582058605,9.6300048828125,-3.1361279351660727,0.10338117732686047,1
2024-01-05,424.3992004394531,429.9800109863281,432.29998779296875,428.6400146484375,429.5899963378906,5723100,0.0012808047621255536,1.0613712781432294,8.14808786330751,1.0859133523454978,10.199981689453125,-5.2020244573517544,0.1012864404876977,1
2024-01-08,430.4693908691406,436.1300048828125,436.2699890136719,430.3699951171875,430.45001220703125,7222400,0.014303020418987566,1.0552155860958714,9.58457506642049,1.3206034359020775,10.199981689453125,9.99319202458284,0.10884673235550754,0
2024-01-09,429.42315673828125,435.07000732421875,436.42999267578125,433.1600036621094,433.6199951171875,7939600,-0.0024304495349761757,1.0191675685260626,9.21098068154567,1.415282433481494,10.199981689453125,3.210303866042125,0.10957945138532756,0
2024-01-10,432.2558898925781,437.94000244140625,438.739990234375,435.4800109863281,435.7699890136719,4278800,0.00659660083497382,1.031083407477702,9.822974824200779,0.769362167332855,10.199981689453125,3.6623959119144587,0.11073276983719864,0
2024-01-11,432.10784912109375,437.7900085449219,439.3599853515625,434.0,438.94000244140625,4796600,-0.0003424841047768856,1.0258462506440833,9.678206582191946,0.8717619711423996,10.719970703125,17.660075965403138,0.11030913723128692,1
2024-01-12,432.30523681640625,437.989990234375,439.79998779296875,436.7300109863281,439.1099853515625,5180800,0.00045680192043251466,1.013583115393928,9.620170371729408,0.9723221868240659,11.15997314453125,10.198044296621077,0.10062841162797904,1
2024-01-16,430.8345642089844,436.5,437.9800109863281,434.739990234375,436.7900085449219,5730800,-0.003401931048192308,0.965591847047594,9.14869753087832,1.102636723259501,11.15997314453125,3.6879759044635563,0.10140455123071422,1
2024-01-17,428.4361572265625,434.07000732421875,434.4800109863281,431.80999755859375,433.6000061035156,6044600,-0.0055668861824615945,0.8732292398125315,8.449488872948335,1.1545422161610315,11.15997314453125,-9.370774460505757,0.10349131928158073,1
