Date,Adj Close,Close,High,Low,Open,Volume,Return,MACD (%),% Distance 200MA,Volume Ratio,ATR,RSI,Volatility,Breakout
2020-10-15,299.5990905761719,319.260009765625,319.70001220703125,315.2300109863281,315.7099914550781,2481700,-0.0011889368842996628,1.0871271195338839,12.355528396340533,0.8984797853814657,21.010009765625,26.88772285330333,0.19511551282500939,0
2020-10-16,299.345703125,318.989990234375,322.2099914550781,318.8999938964844,320.6499938964844,1669600,-0.0008457550745050169,1.0919320979304419,12.211624679472372,0.6242545474939709,21.010009765625,21.088310487660863,0.18878307482394896,0
2020-10-19,294.8226318359375,314.1700134277344,320.8900146484375,313.3299865722656,320.29998779296875,2229600,-0.015109858741395588,0.9639279440293624,10.473211824942286,0.8712131572880482,21.010009765625,15.764767585883888,0.19333445425327966,0
2020-10-20,295.9862365722656,315.4100036621094,318.6700134277344,314.7799987792969,315.4800109863281,3066600,0.003946795838169148,0.8833449930643069,10.865896378771454,1.1907068487193475,21.010009765625,14.148382726957124,0.19126453661433765,0
2020-10-21,295.4512634277344,314.8399963378906,317.5199890136719,314.5899963378906,315.4100036621094,2607700,-0.0018074257463003285,0.7959460513507949,10.621832561239334,1.0154436846778088,21.010009765625,10.157412710763126,0.16753681068766535,0
2020-10-22,297.0747375488281,316.57000732421875,317.1600036621094,312.989990234375,315.05999755859375,2362400,0.005494896526278881,0.7614678966403847,11.185368362361274,0.9338933636408558,18.040008544921875,17.735605205154286,0.16775013038959427,0
2020-10-23,298.08819580078125,317.6499938964844,317.8399963378906,315.239990234375,317.8399963378906,1429300,0.0034114588817453217,0.7526605846436764,11.522099209958318,0.5793911386760712,18.040008544921875,11.759979750676521,0.1608134422298946,0
2020-10-26,292.5985107421875,311.79998779296875,315.0799865722656,308.3599853515625,314.30999755859375,3335800,-0.018416311467303492,0.5912937131678979,9.436121491011814,1.3280542400952307,16.860015869140625,8.697510794680838,0.16799989953300795,0
2020-10-27,291.6318664550781,310.7699890136719,312.4700012207031,310.55999755859375,312.17999267578125,2196100,-0.0033036541596108693,0.431827506817043,9.048260853357988,0.8761951879285271,16.860015869140625,-5.293805628849569,0.16697704991953075,0
2020-10-28,281.59088134765625,300.07000732421875,305.739990234375,299.6199951171875,305.1300048828125,5650500,-0.034430342710742634,0.029885110460489025,5.287321229990828,2.195473063152148,25.600006103515625,-39.34065606186883,0.20662213140856703,1
2020-10-29,284.5562438964844,303.2300109863281,306.25,298.69000244140625,300.32000732421875,5365200,0.010530747780738814,-0.20805854835618273,6.384974030648012,1.9932532841942578,26.529998779296875,-37.04047454021082,0.20916183301361568,1
2020-10-30,281.35626220703125,299.82000732421875,302.8599853515625,296.3699951171875,301.55999755859375,5892100,-0.011245515633869552,-0.48235078101742995,5.188521550776751,2.0819920636883706,27.360015869140625,-87.75523149604354,0.21030096959097436,1
2020-11-02,284.6313781738281,303.30999755859375,305.30999755859375,300.6300048828125,303.3699951171875,4080400,0.011640458758962913,-0.6026246465485664,6.408245422407041,1.3993981120266135,26.92999267578125,-49.56578047259987,0.20442080839097848,1
2020-11-03,289.6518859863281,308.6600036621094,310.739990234375,306.0899963378906,306.57000732421875,3378300,0.017638630866038563,-0.5503830946931965,8.269000105658327,1.158837149472601,25.839996337890625,-21.35925706834884,0.20926219170086421,1
2020-11-04,296.17388916015625,315.6099853515625,319.6499938964844,312.0,313.19000244140625,5750200,0.02251669500310438,-0.32232871789132383,10.677024868792303,1.8445676964877444,25.839996337890625,-4.91541477425929,0.21577244044370625,1
2020-11-05,301.9733581542969,321.7900085449219,323.54998779296875,320.5199890136719,320.94000244140625,3950300,0.019581297360769634,0.017646633549093772,12.80218637676559,1.2236471207756405,27.17999267578125,4.416545849152428,0.22446538248899242,0
2020-11-06,301.9357604980469,321.75,322.9200134277344,319.42999267578125,321.44000244140625,3640600,-0.0001245065342181384,0.2798213489126878,12.740804902613647,1.1131205809287217,27.17999267578125,10.489058579151674,0.22255248714429648,1
2020-11-09,305.6988220214844,325.760009765625,335.20001220703125,325.2799987792969,334.3599853515625,8097300,0.012463119695495184,0.5806687205966324,14.08055402907248,2.2708387377218138,38.83001708984375,13.336552031703391,0.21951216446247812,1
2020-11-10,305.3046875,325.3399963378906,326.29998779296875,322.05999755859375,324.7699890136719,4120800,-0.0012892902853799404,0.7964498874850439,13.875440738044176,1.1258001327749136,38.83001708984375,13.520084336955989,0.21815854899218556,1
2020-11-11,307.45361328125,327.6300048828125,328.5,326.1700134277344,327.4200134277344,2773500,0.00703862688400414,1.0109938393224562,14.613404132629228,0.7488053133183942,38.83001708984375,14.018980786017892,0.21767485770628184,0
2020-11-12,304.6101989746094,324.6000061035156,327.44000244140625,322.7300109863281,326.739990234375,2532700,-0.009248270905957923,1.0916108602185723,13.498373495785385,0.6833223165023136,38.83001708984375,9.39597668192495,0.22076730383995688,1
2020-11-13,308.7486267089844,329.010009765625,329.7300109863281,325.8900146484375,326.45001220703125,1996100,0.013585978894685491,1.2490676613375098,14.965055830904681,0.5361860440128667,38.83001708984375,20.574666734027787,0.22513484643598694,0
2020-11-16,312.4929504394531,333.0,333.1199951171875,330.4100036621094,331.6499938964844,3018800,0.012127418250828415,1.4528995929206523,16.279370560480654,0.8023953846583215,38.83001708984375,24.891955018460564,0.21892634665748203,0
2020-11-17,310.93524169921875,331.3399963378906,332.5,329.25,330.7300109863281,3052100,-0.0049847804183863476,1.5542595577311225,15.632815435199499,0.8114028674654593,38.83001708984375,39.95074358181249,0.2207054185878016,0
2020-11-18,307.1627502441406,327.32000732421875,332.1400146484375,327.2900085449219,331.6300048828125,2647800,-0.01213272395390752,1.5192636265067507,14.178554039846466,0.7035444258890957,38.83001708984375,31.835384309800517,0.22638486994161475,1
2020-11-19,308.4483642578125,328.69000244140625,329.0899963378906,325.4100036621094,326.760009765625,2962200,0.00418544896036388,1.507141280251348,14.604265138694466,0.7808609715816903,34.57000732421875,37.95729186787558,0.2261676423032452,1
2020-11-20,306.3839111328125,326.489990234375,328.6600036621094,326.3999938964844,328.4100036621094,3516800,-0.006693026659316148,1.4279428129657907,13.786747019727434,0.9022340349112851,29.110015869140625,32.05383587823307,0.2281531187297853,1
2020-11-23,308.1950378417969,328.4200134277344,329.6000061035156,326.05999755859375,328.2799987792969,2222600,0.005911298352083705,1.395668449278181,14.409109317125173,0.5784676567192925,23.20001220703125,29.499793161242437,0.21604762019340856,1
2020-11-24,313.1873779296875,333.739990234375,334.25,330.1000061035156,331.0199890136719,2659700,0.016198638767355167,1.480815780675733,16.201700806659726,0.6880788534174989,15.77001953125,28.718794772589874,0.21992959734956974,0
2020-11-25,312.6712341308594,333.19000244140625,333.6700134277344,332.1499938964844,333.6700134277344,2256900,-0.0016480351227436962,1.5169186480496126,15.95472778095062,0.6106793804725467,15.77001953125,21.801828162221156,0.16965796486636892,1
2020-11-27,313.5627136230469,334.1400146484375,334.6099853515625,333.17999267578125,334.2900085449219,984700,0.0028511720774875293,1.5498957033252039,16.22724288859552,0.28322875604561226,13.1400146484375,23.272866472875577,0.16870652885466902,1
2020-11-30,312.15509033203125,332.6400146484375,333.6300048828125,330.0400085449219,333.3999938964844,4175700,-0.00448912842586191,1.522472310064923,15.65175693954377,1.2314520588343716,12.54998779296875,14.860108523368737,0.16167898923133459,1
2020-12-01,315.5896911621094,336.29998779296875,337.79998779296875,335.32000732421875,335.9200134277344,3224200,0.011002866640504871,1.5693667024315785,16.860856412296446,0.963004003805183,15.069976806640625,20.97683053521797,0.16136060618377235,1
2020-12-02,316.2560119628906,337.010009765625,337.1099853515625,334.6499938964844,335.2200012207031,2270300,0.0021113516044444225,1.6043072814977901,17.045667370862674,0.6895022724753354,15.069976806640625,18.6419035945121,0.15479644155428424,0
2020-12-03,316.16217041015625,336.9100036621094,338.29998779296875,335.8800048828125,336.9100036621094,2851100,-0.0002967265417403997,1.6106683906648602,16.946858501537807,0.9057695912266378,12.889984130859375,24.280048326197246,0.13994778317813383,0
2020-12-04,318.8835754394531,339.80999755859375,339.8399963378906,337.45001220703125,337.5,2907000,0.008607623820922061,1.6642903512519027,17.876532840019205,0.9390915008504157,14.42999267578125,22.61693474898962,0.12792789219528758,0
2020-12-07,318.2923889160156,339.17999267578125,339.6300048828125,337.9100036621094,339.07000732421875,1943100,-0.001853925912059906,1.672227558165676,17.56197116765241,0.645404511288185,14.42999267578125,15.08307178975447,0.1285904557091519,0
2020-12-08,319.2120056152344,340.1600036621094,340.70001220703125,337.8500061035156,337.8900146484375,1948200,0.0028892198847436656,1.6816992514862752,17.785589049802237,0.7206973918093825,15.290008544921875,20.610287567246488,0.12330432713037379,0
