Date,Adj Close,Close,High,Low,Open,Volume,Return,MACD (%),% Distance 200MA,Volume Ratio,ATR,RSI,Volatility
2020-10-15,299.5990905761719,319.260009765625,319.70001220703125,315.2300109863281,315.7099914550781,2481700,-0.0011889368842996628,1.0871261220452435,12.355529457186716,0.8984797853814657,21.010009765625,26.887545385966973,0.19511701426967584
2020-10-16,299.345703125,318.989990234375,322.2099914550781,318.8999938964844,320.6499938964844,1669600,-0.0008457550745050169,1.0919313198939284,12.211625866865338,0.6242545474939709,21.010009765625,21.08809821925118,0.18878461530788032
2020-10-19,294.82257080078125,314.1700134277344,320.8900146484375,313.3299865722656,320.29998779296875,2229600,-0.015110062636609745,0.9639257306809476,10.473190122956042,0.8712131572880482,21.010009765625,15.764508467825905,0.19333620352572606
2020-10-20,295.9861755371094,315.4100036621094,318.6700134277344,314.7799987792969,315.4800109863281,3066600,0.003946796655247997,0.8833416785815148,10.865874816144446,1.1907068487193475,21.010009765625,14.148258443440298,0.1912660002185023
2020-10-21,295.4512634277344,314.8399963378906,317.5199890136719,314.5899963378906,315.4100036621094,2607700,-0.0018072199095255925,0.7959435262586824,10.62183379363605,1.0154436846778088,21.010009765625,10.157310928382799,0.16753801520755188
2020-10-22,297.0747985839844,316.57000732421875,317.1600036621094,312.989990234375,315.05999755859375,2362400,0.005495103109102395,0.761467642989277,11.185392507504206,0.9338933636408558,18.040008544921875,17.735557864798068,0.16775136383856412
2020-10-23,298.0882263183594,317.6499938964844,317.8399963378906,315.239990234375,317.8399963378906,1429300,0.0034113554539312307,0.7526613021266775,11.522111741460623,0.5793911386760712,18.040008544921875,11.759811150508426,0.16081437339582802
2020-10-26,292.5985107421875,311.79998779296875,315.0799865722656,308.3599853515625,314.30999755859375,3335800,-0.01841641195955468,0.591294374872538,9.436122459069058,1.3280542400952307,16.860015869140625,8.697492129463882,0.16800079845120652
2020-10-27,291.6319580078125,310.7699890136719,312.4700012207031,310.55999755859375,312.17999267578125,2196100,-0.0033033412641892967,0.43183057014123327,9.048295989331027,0.8761951879285271,16.860015869140625,-5.293424857330862,0.16697779684354994
2020-10-28,281.5907897949219,300.07000732421875,305.739990234375,299.6199951171875,305.1300048828125,5650500,-0.03443095976683608,0.02988510959745193,5.287288109548344,2.195473063152148,25.600006103515625,-39.34005970923678,0.2066242502837357
2020-10-29,284.5562438964844,303.2300109863281,306.25,298.69000244140625,300.32000732421875,5365200,0.010531076331446121,-0.208058493900844,6.384975214090481,1.9932532841942578,26.529998779296875,-37.0394847205082,0.2091640698410281
2020-10-30,281.3562927246094,299.82000732421875,302.8599853515625,296.3699951171875,301.55999755859375,5892100,-0.011245408387661526,-0.4823498368013854,5.188534070276315,2.0819920636883706,27.360015869140625,-87.75201442676743,0.21030312545041682
2020-11-02,284.6313781738281,303.30999755859375,305.30999755859375,300.6300048828125,303.3699951171875,4080400,0.01164034903041733,-0.6026238574421929,6.40824684885432,1.3993981120266135,26.92999267578125,-49.56475850814488,0.2044226778605544
2020-11-03,289.6518249511719,308.6600036621094,310.739990234375,306.0899963378906,306.57000732421875,3378300,0.017638416430242332,-0.5503841400130162,8.26897892775391,1.158837149472601,25.839996337890625,-21.35916311952346,0.20926353215590773
2020-11-04,296.1738586425781,315.6099853515625,319.6499938964844,312.0,313.19000244140625,5750200,0.0225168051073239,-0.32233032510523285,10.677015263292441,1.8445676964877444,25.839996337890625,-4.915411421215751,0.21577400073544406
2020-11-05,301.9732971191406,321.7900085449219,323.54998779296875,320.5199890136719,320.94000244140625,3950300,0.01958119633901001,0.01764379230654485,12.802165602410591,1.2236471207756405,27.17999267578125,4.4164448071851155,0.22446681834412896
2020-11-06,301.9357604980469,321.75,322.9200134277344,319.42999267578125,321.44000244140625,3640600,-0.00012430443834554605,0.2798192461653426,12.74080692599779,1.1131205809287217,27.17999267578125,10.489083439322911,0.22255392662083118
2020-11-09,305.6988525390625,325.760009765625,335.20001220703125,325.2799987792969,334.3599853515625,8097300,0.012463220768577976,0.5806680335670406,14.08056726898434,2.2708387377218138,38.83001708984375,13.336589990556575,0.21951359991321093
2020-11-10,305.30462646484375,325.3399963378906,326.29998779296875,322.05999755859375,324.7699890136719,4120800,-0.001289589643351241,0.7964478730953468,13.87541988448757,1.1258001327749136,38.83001708984375,13.519942354267087,0.21816006816183106
2020-11-11,307.4537048339844,327.6300048828125,328.5,326.1700134277344,327.4200134277344,2773500,0.007039128080124524,1.0109948314419233,14.613440119954776,0.7488053133183942,38.83001708984375,14.018929817358767,0.21767656179358874
2020-11-12,304.6102294921875,324.6000061035156,327.44000244140625,322.7300109863281,326.739990234375,2532700,-0.00924846667023338,1.0916125702805877,13.498386705773031,0.6833223165023136,38.83001708984375,9.39591838434147,0.22076911158735274
2020-11-13,308.74871826171875,329.010009765625,329.7300109863281,325.8900146484375,326.45001220703125,1996100,0.01358617790489336,1.2490714790681505,14.965091717610957,0.5361860440128667,38.83001708984375,20.57462079171067,0.22513675354852752
2020-11-16,312.4929504394531,333.0,333.1199951171875,330.4100036621094,331.6499938964844,3018800,0.012127118126399772,1.4529026261383755,16.27937244209258,0.8023953846583215,38.83001708984375,24.8917156399946,0.21892789098398927
2020-11-17,310.9351501464844,331.3399963378906,332.5,329.25,330.7300109863281,3052100,-0.004985073393745543,1.5542596241903663,15.632783454831278,0.8114028674654593,38.83001708984375,39.950673730124095,0.22070708949559079
2020-11-18,307.16278076171875,327.32000732421875,332.1400146484375,327.2900085449219,331.6300048828125,2647800,-0.01213233493539867,1.5192644930799004,14.178567294323008,0.7035444258890957,38.83001708984375,31.835453186655755,0.22638622048018503
2020-11-19,308.4483947753906,328.69000244140625,329.0899963378906,325.4100036621094,326.760009765625,2962200,0.0041854485445265155,1.507142759630429,14.604278264311231,0.7808609715816903,34.57000732421875,37.957315450664,0.22616895194252348
2020-11-20,306.3838195800781,326.489990234375,328.6600036621094,326.3999938964844,328.4100036621094,3516800,-0.006693421753145801,1.427941655111681,13.786714791558465,0.9022340349112851,29.110015869140625,32.05370073549595,0.2281546137137124
2020-11-23,308.19500732421875,328.4200134277344,329.6000061035156,326.05999755859375,328.2799987792969,2222600,0.0059114993299025365,1.3956667945395997,14.409099835268647,0.5784676567192925,23.20001220703125,29.4997414467432,0.21604913653289765
2020-11-24,313.1873474121094,333.739990234375,334.25,330.1000061035156,331.0199890136719,2659700,0.016198640371350104,1.4808137678110174,16.201691358675774,0.6880788534174989,15.77001953125,28.71872656424766,0.21993122394017983
2020-11-25,312.6712646484375,333.19000244140625,333.6700134277344,332.1499938964844,333.6700134277344,2256900,-0.0016478403994807378,1.5169179161601203,15.954740771658637,0.6106793804725467,15.77001953125,21.801887401363658,0.16965810029409245
2020-11-27,313.5627136230469,334.1400146484375,334.6099853515625,333.17999267578125,334.2900085449219,984700,0.002851074196446257,1.5498952100820391,16.227244433420893,0.28322875604561226,13.1400146484375,23.27276780304497,0.16870654887366582
2020-11-30,312.1551208496094,332.6400146484375,333.6300048828125,330.0400085449219,333.3999938964844,4175700,-0.004489031100584406,1.5224727714398747,15.651769521077025,1.2314520588343716,12.54998779296875,14.86005477730923,0.16167907748640523
2020-12-01,315.5897216796875,336.29998779296875,337.79998779296875,335.32000732421875,335.9200134277344,3224200,0.011002865564819109,1.5693679000456109,16.86086886827101,0.963004003805183,15.069976806640625,20.976928301002758,0.16136075194249297
2020-12-02,316.2560119628906,337.010009765625,337.1099853515625,334.6499938964844,335.2200012207031,2270300,0.00211125470011142,1.6043082771414405,17.045668461488834,0.6895022724753354,15.069976806640625,18.641734728047027,0.15479686182814212
2020-12-03,316.162109375,336.9100036621094,338.29998779296875,335.8800048828125,336.9100036621094,2851100,-0.0002969195346130826,1.6106677052304261,16.94683721205679,0.9057695912266378,12.889984130859375,24.2799194900622,0.13994813693028574
2020-12-04,318.88348388671875,339.80999755859375,339.8399963378906,337.45001220703125,337.5,2907000,0.00860752895752892,1.6642876186032087,17.876500293714635,0.9390915008504157,14.42999267578125,22.616697452515595,0.12792839292785357
2020-12-07,318.2923583984375,339.17999267578125,339.6300048828125,337.9100036621094,339.07000732421875,1943100,-0.0018537350416406584,1.6722247691667802,17.561961121662424,0.645404511288185,14.42999267578125,15.083033458830968,0.12859092233572178
2020-12-08,319.2120666503906,340.1600036621094,340.70001220703125,337.8500061035156,337.8900146484375,1948200,0.002889507798996105,1.6816987001239854,17.785612731627246,0.7206973918093825,15.290008544921875,20.61066200068973,0.12330471893882214
2020-12-09,316.37799072265625,337.1400146484375,340.92999267578125,336.260009765625,340.7900085449219,2545800,-0.008878348357796662,1.6002009400214612,16.628649109987236,0.9700262720211548,15.519989013671875,23.661995569771392,0.12896072729388647
2020-12-10,316.2278137207031,336.9800109863281,338.0,334.8399963378906,335.739990234375,2738600,-0.00047467588251037807,1.5144511294158842,16.43749738960231,1.0441831381161542,14.8699951171875,20.724677631386285,0.12767475211054363
2020-12-11,315.8243408203125,336.54998779296875,336.79998779296875,333.7699890136719,335.30999755859375,2387900,-0.0012758931469164514,1.4201086822877187,16.151234465555216,0.9129872910517381,14.8699951171875,25.128483291232584,0.12182609494870564
2020-12-14,314.37921142578125,335.010009765625,339.7900085449219,334.8900146484375,338.760009765625,2654600,-0.004575737863578566,1.2943827287272875,15.509887099269369,1.0023391437487847,10.889984130859375,17.773786170734397,0.11548800354130759
2020-12-15,318.7240295410156,339.6400146484375,339.6400146484375,336.239990234375,337.6400146484375,2757400,0.013820309859324365,1.2883874453528898,16.970211966853615,1.046318589477239,10.889984130859375,16.83221562634779,0.11779877496724887
2020-12-16,319.2120666503906,340.1600036621094,341.0400085449219,338.9599914550781,339.8299865722656,2943200,0.001531221571457353,1.280913461944541,17.035027958786713,1.1191342603683043,11.0,19.401538482378626,0.11564884961705801
2020-12-17,320.94805908203125,342.010009765625,342.25,340.9599914550781,341.7699890136719,2627000,0.005438367195379046,1.3029954946481814,17.533902475108114,0.9992962702322308,12.209991455078125,21.069462656707202,0.10481212977391048
2020-12-18,319.66241455078125,340.6400146484375,342.5,338.70001220703125,342.3900146484375,6025700,-0.004005771323020824,1.2737103260119835,16.919884160475547,2.165940277315984,8.730010986328125,21.503455254784072,0.10678728049081201
2020-12-21,318.67706298828125,339.5899963378906,340.3800048828125,334.1099853515625,336.8299865722656,3918100,-0.0030824755043057372,1.2120545230447266,16.37770115822192,1.3982777141348066,8.730010986328125,10.964164263249899,0.10369885299009296
2020-12-22,318.04864501953125,337.5400085449219,338.54998779296875,336.4700012207031,338.4700012207031,2371900,-0.0019719585804426343,1.1345194531628389,15.993997032199692,0.8442262208783954,8.730010986328125,6.7421126208657824,0.10351945762692279
2020-12-23,318.3030090332031,337.80999755859375,339.75,337.69000244140625,338.5400085449219,3682200,0.0007997644940642701,1.067111760968461,15.906636452472322,1.2871764755233022,8.730010986328125,7.905699185989036,0.08797042894571823
2020-12-24,319.57513427734375,339.1600036621094,339.17999267578125,337.7699890136719,338.3699951171875,1447500,0.003996585668494035,1.0334457984511893,16.139299403287158,0.5132596508770624,8.730010986328125,3.012529055550985,0.08814750281774676
2020-12-28,322.3547058105469,342.1099853515625,342.4599914550781,341.0899963378906,341.739990234375,2798800,0.008697709036369794,1.0635289985541716,16.95361630760497,0.9614846190974315,8.730010986328125,13.644741433427285,0.09203883535135639
2020-12-29,321.6763610839844,341.3900146484375,343.7699890136719,340.8699951171875,343.6300048828125,2555500,-0.0021043425590975273,1.0581652316690546,16.457177579846032,0.9030338474259737,10.0,8.800618152794783,0.09038975335795359
2020-12-30,322.10980224609375,341.8500061035156,342.9100036621094,341.57000732421875,342.2799987792969,2009100,0.0013474448686523477,1.0524355977292983,16.39156028910407,0.7255294946102595,10.0,19.978915901329813,0.08316174137605478
2020-12-31,323.8434753417969,343.69000244140625,344.3699951171875,341.2300109863281,341.82000732421875,3507000,0.005382242588130248,1.0782067704953402,16.766557707730282,1.2387914453803182,10.600006103515625,24.537398846665354,0.08452209651020107
2021-01-04,319.45257568359375,339.0299987792969,345.0899963378906,335.3699951171875,345.0199890136719,5402600,-0.013558709662341628,0.9787942700942223,14.945821451302676,1.8260910713319993,10.980010986328125,11.177281976970079,0.09943060575932045
2021-01-05,321.5538330078125,341.260009765625,342.3900146484375,338.3900146484375,338.3999938964844,3299700,0.006577681584574169,0.9411442676905157,15.440936120414962,1.1079529715146255,10.980010986328125,19.792815990017715,0.09748732638042604
2021-01-06,323.5042419433594,343.3299865722656,346.5,339.29998779296875,339.7900085449219,4805000,0.006065575139636126,0.9485765420087943,15.863259954276241,1.53942760845676,12.3900146484375,15.705588606310059,0.0990616346777503
2021-01-07,328.33795166015625,348.4599914550781,349.20001220703125,345.5400085449219,345.739990234375,3638900,0.014941719736840886,1.0610725588504593,17.34158684267092,1.1350900314271677,15.09002685546875,22.845093798757787,0.11091240363028747
2021-01-08,330.1848449707031,350.4200134277344,350.6199951171875,346.6400146484375,349.8800048828125,3758500,0.005624976647410129,1.1809148007487535,17.750153831076833,1.1506340197032874,16.510009765625,22.941558069176608,0.10480811379563115
2021-01-11,328.027099609375,348.1300048828125,349.82000732421875,347.20001220703125,347.3599853515625,2975000,-0.00653496183787472,1.208596121971394,16.762677670017595,0.9074880730138976,16.510009765625,20.87239512528852,0.10895336516902328
2021-01-12,328.0553283691406,348.1600036621094,349.1499938964844,345.9700012207031,348.29998779296875,2298400,8.605618194112985e-05,1.216952227723977,16.541272725563744,0.7020576973888182,15.25,23.125852412873655,0.10854064412553419
2021-01-13,328.8751525878906,349.0299987792969,350.05999755859375,347.32000732421875,348.1099853515625,3039900,0.0024990425329336485,1.2291203263594388,16.614176618729406,0.923120370960836,15.25,26.01643780643191,0.10579216244900866
2021-01-14,327.7632751464844,347.8500061035156,350.32000732421875,347.54998779296875,349.8500061035156,3497400,-0.0033808496405306476,1.197886396786826,15.998603929467285,1.0502481929809284,15.25,23.134571339777068,0.0982511410813302
2021-01-15,325.4264831542969,345.3699951171875,347.05999755859375,343.5299987792969,346.2699890136719,3622100,-0.00712951135585016,1.1037744801655764,14.937294444273547,1.0767193368638368,15.25,15.120736735095306,0.1028214827521412
2021-01-19,327.9988098144531,348.1000061035156,348.5899963378906,346.3599853515625,347.79998779296875,3433800,0.007904478563708794,1.0791660777799814,15.615403184320925,1.008649215490159,15.25,14.66485005718603,0.10459564707438124
2021-01-20,332.4556884765625,352.8299865722656,353.7099914550781,349.9700012207031,350.32000732421875,2920600,0.01358809400750749,1.1540999787846051,16.938075359071764,0.898895078637161,18.339996337890625,23.01906285963507,0.11159762320157071
2021-01-21,332.7666320800781,353.1600036621094,353.8399963378906,352.29998779296875,353.4599914550781,2580800,0.0009352933768120852,1.2065320094488434,16.828869163901004,0.8110023301233252,18.470001220703125,22.789090271324184,0.1100776610703757
2021-01-22,331.57940673828125,351.8999938964844,353.0400085449219,350.989990234375,351.3800048828125,1812200,-0.003567741556224191,1.205333117569102,16.197731346645163,0.5745264325909487,18.470001220703125,17.527814009181014,0.11101929164683623
2021-01-25,332.92681884765625,353.3299865722656,353.67999267578125,347.9700012207031,352.7099914550781,3549000,0.004063618192183149,1.2224576098041287,16.468427188154546,1.1275293160799216,15.449981689453125,30.477837360804088,0.11111344455848247
2021-01-26,332.427490234375,352.79998779296875,354.6499938964844,352.6000061035156,354.2300109863281,2430200,-0.001499814929327603,1.2099565024473855,16.101315230922115,0.7602155330846413,15.350006103515625,26.07427171103076,0.11169317223639848
